nombre_normalizado,veredicto,categoria,metodo,razon
ingenieria en administracion general plan continuidad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion gestion financiera,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion hotelera,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion hotelera internacional,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion hotelera y turistica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion industrial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion industrial mencion calidad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion industrial mencion logistica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion industrial mencion procesos productivos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion juridica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion juridica para tecnicos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion logistica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"ingenieria en administracion m/marketing, finanzas, recursos humanos",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion finanzas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion gestion de empresas - continuidad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion gestion de personas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion gestion de prevision social,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion gestion en negocio internacional,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion gestion judicial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion gestion municipal,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion gestion publica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion innovacion y emprendimiento,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion marketing,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion marketing o finanzas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion marketing o finanzas o recursos humanos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"ingenieria en administracion mencion marketing, finanzas, recursos humanos",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion recursos humanos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion mencion seguridad privada,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion pev,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion publica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion publica (continuidad para tecnicos de nivel superior),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion publica (plan de continuidad),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion publica y municipal,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion publica y municipal a distancia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion turistica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion y gestion de negocios,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"ingenieria en administracion, plan continuidad",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion-pe,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en administracion.pev,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en agroindustrias,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en agronegocios,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en agronomia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en alimentos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en alimentos (continuidad para tecnicos),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"ingenieria en alimentos, licenciatura en ciencias de los alimentos",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en animacion 3d,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en automatizacion de procesos industriales,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en automatizacion e instrumentacion industrial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en automatizacion y control,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en automatizacion y control industrial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en automatizacion y control industrial (pce),EXCLUIR,,llm,"Ingeniería de automatización, fuera del ámbito musical."
ingenieria en automatizacion y control industrial (plan de continuidad),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en automatizacion y control plan continuidad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en automatizacion y robotica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en aviacion comercial,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en bioinformatica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en bioprocesos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en biotecnologia,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en biotecnologia marina y acuicultura,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en biotecnologia mencion en alimentos o procesos sustentables,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en biotecnologia molecular,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"ingenieria en biotecnologia molecular, licenciatura en ingenieria en biotecnologia molecular",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en biotecnologia vegetal,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en ciberseguridad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en ciberseguridad (plan especial),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en ciberseguridad plan continuidad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en ciberseguridad y auditoria informatica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en ciencia de datos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en ciencia de datos plan continuidad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en ciencias de datos,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en ciencias de datos (plan especial),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en climatizacion,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en climatizacion y refrigeracion,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en comercio electronico,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en comercio exterior,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en comercio exterior bilingue,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en comercio exterior pev,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en comercio exterior.pev,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en comercio internacional,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en comercio internacional (plan especial),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en comercio internacional vespertino,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en comercio internacional y administracion aduanera,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en comercio internacional y administracion aduanera (pce),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en comercio internacional y negocios internacionales (bilingue),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en comercio internacional y negocios internacionales (espanol),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en comercio internacional y negocios internacionales con curriculum internacional,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en computacion,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en computacion e informatica,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en computacion e informatica (pce),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en computacion e informatica ejecutivo,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en computacion y tecnologia de la informcion curriculum internacional (bilingue),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en computacion y tecnologias de la informacion,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en computacion y tecnologias de la informacion con curriculum internacional,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en computer science,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en conectividad y redes,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en conectividad y redes (telematica),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en conservacion de recursos naturales,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en conservacion de recursos naturales - ingenieria forestal,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en conservacion de recursos naturales-ingenieria forestal,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion (pce),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion (plan completacion de estudios),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion (plan de continuidad de estudios),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion (plan de continuidad para tecnicos),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion (plan de continuidad),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion civil (plan completacion de estudios),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion civil p.e,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion continuidad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion licenciado en ciencias de la construccion,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion mencion edificacion,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion mencion gestion de obras (plan de continuidad para tecnico de nivel superior en areas afines),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion mencion gestion de obras - continuidad,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion mencion gestion de obras plan de continuidad para constructores civiles,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
ingenieria en construccion mencion gestion de obras plan de continuidad para tecnico de nivel superior en otras areas,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
